street,seq,cross_street,left_no,right_no,page
GEORGE,7,Paca,,90,592
GEORGE,8,Greene,11,110,592
GEORGE,9,Pine,,184,592
GEORGE,10,Fremont,,242,592
GOODMAN A L,1,Charles,,,592
GOUGH,1,Granby,,,592
GOUGH,2,Granby,2,1,592
GOUGH,3,Pratt,,,592
GOUGH,4,Stiles,,21,592
GOUGH,5,Central av,24,13,592
GOUGH,6,Eden,36,17,592
GOUGH,7,Spring,54,43,592
GOUGH,8,Caroline,72,56,592
GOUGH,9,Dallas,84,,592
GOUGH,10,Bond,,,592
GOUGH,11,Bethel,108,91,592
GOUGH,12,Broadway,114,107,592
GOUGH,13,Regester,130,127,592
GOUGH,14,Ann,146,,592
GOUGH,15,Durham,168,153,592
GOUGH,16,Wolfe,,175,592
GOUGH,17,Chapel,200,193,592
GOUGH,18,Washington,,213,592
GOUGH,19,Castle,,239,592
GOUGH,20,Chester,,265,592
GOUGH,21,To East av,,,592
GRANVILLE AL,1,Falls,,,592
"GREENE, LITTLE",1,Columbia,99,102,592
"GREENE, LITTLE",2,Paca,119,126,592
"GREENE, LITTLE",3,Conway,133,142,592
"GREENE, LITTLE",4,Wayne,141,152,592
"GREENE, LITTLE",5,Barre,149,162,592
"GREENE, LITTLE",6,Lee,167,,592
GREENE,1,Baltimore,2,1,592
GREENE,2,Raborg,4,,592
GREENE,3,Fayette,22,21,592
GREENE,4,Lexington,46,37,592
GREENE,5,Saratoga,76,53,592
GREENE,6,Mulberry i',100,77,592
GREENE,7,Franklin,124,,592
"GREENE, (S)",1,Baltimore,1,2,592
"GREENE, (S)",2,German,,10,592
"GREENE, (S)",3,Lombard,41,,592
"GREENE, (S)",4,King,,54,592
"GREENE, (S)",5,Pratt,71,,592
"GREENE, (S)",6,Dover,83,,592
"GREENE, (S)",7,Portland,,,592
"GREENE, (S)",8,Columbia,91,,592
GREEN'S CT,1,"Hamburg, Light",,,592
GREEN'S CT,2,Cemetery,,,592
HANOVER,1,Baltimore,1,2,593
HANOVER,2,German,13,18,593
HANOVER,3,Lombard,39,40,593
HANOVER,4,Pratt,57,68,593
HANOVER,5,Dover,,,593
HANOVER,6,Camden,85,,593
HANOVER,7,Perry,101,90,593
HANOVER,8,Conway,115,104,593
HANOVER,9,Barre,141,128,593
HANOVER,10,Lee,167,160,593
HANOVER,11,York,187,168,593
HANOVER,12,Hill,205,,593
HANOVER,13,Hughes,223,210,593
HANOVER,14,Montgomery,243,232,593
HANOVER,15,L. Church,239,,593
HANOVER,16,Henrietta,273,266,593
HANOVER,17,Hamburg,317,,593
HANOVER,18,To Kelso,,,593
HARFORD A V,1,Forrest,2,1,593
HARFORD A V,2,Monument,10,9,593
HARFORD A V,3,Madison,46,,593
HARFORD A V,4,Wilson,52,53,593
HARFORD A V,5,Neighbor,92,,593
HARFORD A V,6,Chew,,91,593
HARFORD A V,7,Eager,154,,593
HARFORD A V,8,Chase,,,593
HARFORD A V,9,Biddle,230,235,593
HARFORD A V,10,To Northern av,,,593
HIGH (N),1,Baltimore,2,1,593
HIGH (N),2,Fayette,25,25,593
HIGH (N),3,Low,108,109,593
HIGH (N),4,Gay,124,127,593
HIGH (N),5,Hillen,152,,593
HIGH (N),6,Addison,156,,593
HIGH (N),7,Humes,170,173,593
HIGH (N),8,N. Front,184,193,593
HIGH (S),1,Baltimore,2,,593
HIGH (S),2,Plowman,8,1,593
HIGH (S),3,Watson,16,15,593
HIGH (S),4,Lombard,34,41,593
HIGH (S),5,Granby,54,61,593
HIGH (S),6,Pratt,70,71,593
HIGH (S),7,Stiles,92,93,593
HIGH (S),8,Fawn,,107,593
HIGH (S),9,Trinity,124,129,593
HIGH (S),10,Eastern av,134,139,593
HILL,1,Light,2,1,593
HILL,2,Charles,46,55,593
HILL,3,Hanover,72,73,593
HILL,4,Sharp,114,119,593
HILL,5,Palapsco av,116,129,593
HILL,6,Spring Garden av,,147,593
HILL,7,Howard,146,149,593
HILLEN,1,Jones Falls,2,1,593
HILLEN,2,Front,8,15,593
HILLEN,3,High,50,37,593
HILLEN,4,Exeter,74,69,593
HILLEN,5,Chesnut,92,,594
HILLEN,6,East,116,107,594
HILLEN,7,Forrest,132,131,594
HILLEN,8,Ensor,,135,594
HOFFMAN (W),1,■*,,,594
HOFFMAN (W),2,Chatsworth,,,594
HOFFMAN (W),3,Walsh,,,594
HOFFMAN (W),4,Pennsylvania av,55,54,594
HOFFMAN (W),5,Brewer,73,,594
HOFFMAN (W),6,Division,85,,594
HOFFMAN (W),7,Eislein,,116,594
HOFFMAN (W),8,Ross,133,128,594
HOFFMAN (W),9,McCulloh,143,,594
HOFFMAN (W),10,Madison av,,,594
HOFFMAN (W),11,Eutaw,151,152,594
HOFFMAN (W),12,Garden,175,176,594
HOFFMAN (W),13,Bolton,,220,594
HOFFMAN (W),14,Grundy,253,,594
HOFFMAN (W),15,To East av,,,594
HOLLAND,1,Aisquith,2,1,594
HOLLAND,2,Central av,46,57,594
HOLLAND,3,Eden,72,73,594
HOLLAND,4,Spring,86,,594
HOLLAND,5,Caroline,,,594
HOLLINS,1,Fremont,1,2,594
HOLLINS,2,Parkins,55,,594
HOLLINS,3,Poppleton,89,89,594
HOLLINS,4,Amity,119,115,594
HOLLINS,5,Schroeder,141,140,594
HOLLINS,6,Oregon,,188,594
HOLLINS,7,Republican,235,228,594
HOLLINS,8,Carey,269,258,594
HOLLINS,9,Calhoun,,,594
HOLLINS,10,Strieker,,329,594
HOLLINS,11,To Bentalou,,,594
HOWARD (N),1,(S) going,,,594
HOWARD (N),2,Baltimore,,,594
HOWARD (N),3,Baltimore,2,1,594
HOWARD (N),4,German,10,9,594
HOWARD (N),5,Lombard,,35,594
HOWARD (N),6,Pratt,,59,594
HOWARD (N),7,Dover,64,65,594
HOWARD (N),8,Camden,76,,594
HOWARD (N),9,Perry,92,,594
HOWARD (N),10,Conway,106,,594
HOWARD (N),11,Wayne,124,,594
HOWARD (N),12,Barre,126,,594
HOWARD (N),13,Lee,158,161,594
HOWARD (N),14,Montgomery,,205,594
HOWARD (N),15,Henrietta,,,594
HOWARD (N),16,Hamburg,266,,594
HOWARD (N),17,Cross,316,341,594
HOWARD (N),18,To Ostend,,,594
HOWELL'S WHARF,1,Ann,,,594
HYDE'S CT,1,L,,,594
IVY AL,1,J,,,594
LEE,1,Light-st. whf,2,1,595
LEE,2,Charles,48,37,595
LEE,3,Xal,64,,595
LEE,4,Hanover,72,57,595
LEE,5,Sharp,98,85,595
LEE,6,Howard,128,115,595
LEE,7,Ohio av,144,,595
LEE,8,Eutaw,160,,595
LEE,9,L. Greene,,159,595
LEE,10,Warner,210,217,595
LEE,11,Fremont,,,595
LEXINGTON,1,North,,,595
LEXINGTON,2,Davis,,,595
LEXINGTON,3,Calvert,,15,595
LEXINGTON,4,Courtland,,,595
LEXINGTON,5,St. Paul,38,35,595
LEXINGTON,6,Charles,54,61,595
LEXINGTON,7,Sharp,90,95,595
LEXINGTON,8,Liberty,96,99,595
LEXINGTON,9,Park ',120,119,595
LEXINGTON,10,Howard,150,141,595
LEXINGTON,11,Eutaw,176,,595
LEXINGTON,12,Jasper,,185,595
LEXINGTON,13,Paca,198,197,595
LEXINGTON,14,Greene,228,221,595
LEXINGTON,15,Pearl,,241,595
LEXINGTON,16,Arch,246,249,595
LEXINGTON,17,Pine,288,287,595
LEXINGTON,18,Chatsworth,,305,595
LEXINGTON,19,Fremont,370,347,595
LEXINGTON,20,Rock,,397,595
LEXINGTON,21,Poppleton,440,447,595
LEXINGTON,22,Amity,468,435,595
LEXINGTON,23,Schcoeder,490,457,595
LEXINGTON,24,Oregon,,515,595
LEXINGTON,25,Carlton,568,,595
LEXINGTON,26,Republican,586,559,595
LEXINGTON,27,Stockton al,,,595
LEXINGTON,28,Carey,,,595
LEXINGTON,29,Calhoun,608,647,595
LEXINGTON,30,Strieker,622,665,595
LEXINGTON,31,Gilmor,658,,595
LEXINGTON,32,Mount,,,595
LEXINGTON,33,Fulton,,759,595
LEXINGTON,34,To Calverton road,,,595
"LIBERTY, (N)",1,Baltimore,2,1,595
"LIBERTY, (N)",2,Fayette,14,31,595
"LIBERTY, (N)",3,Marion,28,,595
"LIBERTY, (N)",4,Lexington,40,47,595
"LIBERTY, (N)",5,Barnet,58,73,595
"LIBERTY, (N)",6,Saratoga,,,595
"LIBERTY, (S)",1,Baltimore,1,,595
"LIBERTY, (S)",2,German,13,10,595
"LIBERTY, (S)",3,Lombard,39,,595
"LIBERTY, (S)",4,Howard,53,,595
LIGHT,1,Baltimore,,2,595
LIGHT,2,Mercer,21,,595
LIGHT,3,Water,27,,595
LIGHT,4,Lombard,33,38,595
LIGHT,5,Balderston,43,46,595
LIGHT,6,Pratt,55,66,595
LIGHT-ST. WHF,1,Pratt,,68,595
LIGHT-ST. WHF,2,Camden,,98,595
LIGHT-ST. WHF,3,Conway,,130,595
LIGHT-ST. WHF,4,Barre,,156,595
LIGHT-ST. WHF,5,Lee,,188,595
LIGHT,1,Lee,203,,595
LIGHT,2,York,219,210,595
LIGHT,3,Hill,,218,595
LIGHT,4,Hughes,247,,595
LIGHT,5,Montgomery,267,260,595
LIGHT,6,L. Church,285,266,595
LIGHT,7,Henrietta,,280,595
LIGHT,8,Warren,291,,595
LIGHT,9,Williamson,,296,595
LIGHT,10,Hamburg,315,310,595
LIGHT,11,Poultney,,,595
LIGHT,12,Cross,369,,595
LIGHT,13,Brown,,354,595
LIGHT,14,West,413,378,595
LIGHT,15,Ostend,,448,595
LIGHT,16,Gittings,,464,595
LIGHT,17,Fort,521,,595
LIGHT,18,Ferry,,,596
"LOMBARD, (E)",1,Falls,2,1,596
"LOMBARD, (E)",2,av,148,149,596
"LOMBARD, (E)",3,East av,,,596
"LOMBARD, (W)",1,Jones Falls,1,2,596
"LOMBARD, (W)",2,Concord,5,8,596
"LOMBARD, (W)",3,Centre Market space,17,22,596
"LOMBARD, (W)",4,Frederick,43,38,596
"LOMBARD, (W)",5,Gay,49,50,596
"LOMBARD, (W)",6,Commerce,75,,596
"LOMBARD, (W)",7,South,87,90,596
"LOMBARD, (W)",8,Cheapside,,100,596
"LOMBARD, (W)",9,Calvert,99,,596
"LOMBARD, (W)",10,Hollingsworth,121,,596
"LOMBARD, (W)",11,Light,103,94,596
"LOMBARD, (W)",12,Charles,133,120,596
"LOMBARD, (W)",13,Hanover,153,138,596
"LOMBARD, (W)",14,Sharp,169,160,596
"LOMBARD, (W)",15,Liberty,,,596
"LOMBARD, (W)",16,Howard,177,164,596
"LOMBARD, (W)",17,Eutaw,193,184,596
"LOMBARD, (W)",18,Paca,207,,596
"LOMBARD, (W)",19,Greene,233,208,596
"LOMBARD, (W)",20,Penn,273,248,596
"LOMBARD, (W)",21,Fremont,317,294,596
"LOMBARD, (W)",22,Scott,355,,596
"LOMBARD, (W)",23,Parkin,399,364,596
"LOMBARD, (W)",24,Callendar,419,386,596
"LOMBARD, (W)",25,Poppleton,429,406,596
"LOMBARD, (W)",26,Amity,447,432,596
"LOMBARD, (W)",27,Schroeder,477,458,596
"LOMBARD, (W)",28,HoUins,493,482,596
"LOMBARD, (W)",29,Oregon,513,518,596
"LOMBARD, (W)",30,Republican,555,550,596
"LOMBARD, (W)",31,Carey,601,600,596
"LOMBARD, (W)",32,Calhoun,641,,596
"LOMBARD, (W)",33,Strieker,663,,596
"LOMBARD, (W)",34,To Payson,,,596
LORMAN'S ALLEY,1,Greene,,,596
LOVEGROVE AL,1,Charles,,,596
LOVELY LA,1,Baltimore,,,596
LOWMAN,1,Jones,,,596
LOYOLA PLACE E,1,Monument,,,596
LUDLOW,1,Lawrence,,,596
LUZERNE,1,M,,,596
MADISON (E),1,Jones Falls,,,596
MADISON (E),2,Buren,,,596
MADISON (E),3,Constitution,,,596
MADISON (E),4,Forrest,84,,596
MADISON (E),5,Greenmount av,94,,596
MADISON (E),6,McKim,,95,596
MADISON (E),7,Harford av,118,,596
MADISON (E),8,Ensor,142,127,596
MADISON (E),9,Stirling,168,159,596
MADISON (E),10,Aisquith,184,163,596
MADISON (E),11,Madison al,,165,596
MADISON (E),12,Somerset,208,,596
MADISON (E),13,Central av,,,596
MADISON (E),14,Gay,,199,596
MADISON (E),15,Eden,230,217,596
MADISON (E),16,Spring,244,229,596
MADISON (E),17,Caroline,268,243,596
MADISON (E),18,Dallas,288,267,596
MADISON (E),19,Bond,308,289,596
MADISON (E),20,Bethel,,315,596
MADISON (E),21,To East av,,,596
MADISON (W),1,Jones Falls,1,2,596
MADISON (W),2,North,,14,596
MADISON (W),3,Calvert,,42,596
MADISON (W),4,St. Paul,,54,596
MADISON (W),5,Charles,,82,596
MADISON (W),6,Cathedral,,,596
MADISON (W),7,Park,117,116,596
MADISON (W),8,Howard,,144,596
MADISON (W),9,Garden,147,166,596
MADISON (W),10,Eutaw,161,,596
MADISON (W),11,St. Mary's,163,,596
MADISON AV,1,"St, Mary's",163,,596
MADISON AV,2,Orchard,179,,596
MADISON AV,3,Biddle,201,,596
MADISON AV,4,Rose,,232,596
MADISON AV,5,Preston,245,,596
MADISON AV,6,Hoffman,269,294,596
MADISON AV,7,Dolphin,291,324,596
MADISON AV,8,Lanvale,319,346,596
MADISON AV,9,To Northern av,,,596
MAY,1,Biddle,1,2,597
MAY,2,Preston,31,38,597
MAY,3,Hoffman,63,72,597
MAY,4,Dolphin,97,100,597
MAY,5,Lanvale,127,,597
MAY,6,Aisquith,2,1,597
MAY,7,Short,,21,597
MAY,8,Central av,,31,597
MAY,9,Eden,60,51,597
MAY,10,Spring,72,65,597
MAY,11,Caroline,84,79,597
MAY,12,Dallas,106,91,597
MAY,13,Bond,126,105,597
MAY,14,Bethel,,125,597
MAY,15,To Eastern av,,,597
MAY,16,LITTLE from 123 Forrest,,,597
MONROE,1,Fulton,,,597
MONTGOMERY,1,Jackson,,,597
MONTGOMERY,2,Covington,,,597
MONTGOMERY,3,Henry,,,597
MONTGOMERY,4,Johnson,146,133,597
MONTGOMERY,5,William,158,149,597
MONTGOMERY,6,Light,180,181,597
MONTGOMERY,7,Charles,236,231,597
MONTGOMERY,8,Hanover,252,,597
MONTGOMERY,9,Butler,256,,597
MONTGOMERY,10,Leadenhall,268,,597
MONTGOMERY,11,Sharp,,,597
MONTGOMERY,12,Howard,,,597
MONTGOMERY,13,Ohio av,330,,597
"MONTGOMERY, LITTLE",1,S of Montgomery,,,597
MONTGOMERY PCT,1,W of Light,,,597
MONTMORENCY AL,1,N of Lexington,,,597
MONUMENT (E),1,Falls,,,597
MONUMENT (E),2,Jones Falls,2,1,597
MONUMENT (E),3,Buren,4,3,597
MONUMENT (E),4,Constitution,30,23,597
MONUMENT (E),5,Forrest,,,597
MONUMENT (E),6,Greenmount av,102,,597
MONUMENT (E),7,Harford av,116,,597
MONUMENT (E),8,Ensor,146,127,597
MONUMENT (E),9,Stirling,186,145,597
MONUMENT (E),10,Aisquith,214,,597
MONUMENT (E),11,Gay,226,173,597
MONUMENT (E),12,Central av,260,211,597
MONUMENT (E),13,Eden,282,233,597
MONUMENT (E),14,Spring,306,257,597
MONUMENT (E),15,Caroline,328,281,597
MONUMENT (E),16,Dallas,,293,597
MONUMENT (E),17,Bond,366,311,597
MONUMENT (E),18,Bethel,394,341,597
MONUMENT (E),19,Broadway,,365,597
MONUMENT (W),1,Jones Falls,,2,597
MONUMENT (W),2,Holiday,,,597
MONUMENT (W),3,North,,,597
MONUMENT (W),4,Davis,,,597
MONUMENT (W),5,Calvert,,40,597
MONUMENT (W),6,Charles,61,58,597
MONUMENT (W),7,'Cathedral,75,72,597
MONUMENT (W),8,Park,87,78,597
MONUMENT (W),9,Tyson,,90,597
MONUMENT (W),10,Howard,109,104,597
MONUMENT (W),11,Garden,,106,597
MONUMENT (W),12,Eutaw,119,110,597
MONUMENT SQUARE,1,Fayette,,,597
MOUNT,1,Gilmor,,,597
MOUNT VERNON PLACE,1,N of Centre,,,597
MOUNT VERNON PLACE,2,Calvert,2,1,597
MOUNT VERNON PLACE,3,Courtland,,,597
MOUNT VERNON PLACE,4,St. Paul,18,13,597
MOUNT VERNON PLACE,5,Charles,20,,597
MOUNT VERNON PLACE,6,Cathedral,,,597
MOUNT VERNON PLACE,7,Park,56,51,597
MOUNT VERNON PLACE,8,Howard,,,597
MOUNT VERNON PLACE,9,State,82,,597
MOUNT VERNON PLACE,10,Eutaw,100,,597
MOUNT VERNON PLACE,11,Jasper,110,101,597
MOUNT VERNON PLACE,12,Paca,126,119,597
MOUNT VERNON PLACE,13,Green,,,597
MOUNT VERNON PLACE,14,Pearl,140,145,597
MOUNT VERNON PLACE,15,Pine,208,209,597
MOUNT VERNON PLACE,16,Chatsworth,228,231,597
MULLIKIN,1,Aisquith,,1,598
MULLIKIN,2,Lewis,,41,598
MULLIKIN,3,Central av,,51,598
MULLIKIN,4,Eden,58,57,598
MULLIKIN,5,Spring,72,73,598
MULLIKIN,6,Carolme,82,87,598
MULLIKIN,7,Dallas,96,107,598
MULLIKIN,8,Bond,110,121,598
MULLIKIN,9,Bethel,138,133,598
MULLIKIN,10,Broadway,168,165,598
MULLIKIN,11,Regester,,,598
MULLIKIN,12,Ann,,225,598
MYER'S CT,1,N,,,598
NORTH,1,Baltimore,,1,598
NORTH,2,Fayette,,17,598
NORTH,3,Lexington,32,,598
NORTH,4,Saratoga,,59,598
NORTH,5,Pleasant,,99,598
NORTH,6,Foundry,,131,598
NORTH,7,Centre,,199,598
NORTH,8,Monument,,,598
NORTH,9,Madison,,,598
NORTH,10,Eager,,295,598
NORTH,11,John,,,598
NORTHWEST,1,S of,0,,598
NORTHWEST,2,Lexington,,,598
ORLEANS,1,Forrest,2,1,598
ORLEANS,2,Young,22,,598
ORLEANS,3,Aisquith,32,31,598
ORLEANS,4,Short,52,,598
ORLEANS,5,Lewis,62,69,598
ORLEANS,6,Central av,76,85,598
ORLEANS,7,Eden,106,105,598
ORLEANS,8,Spring,118,117,598
ORLEANS,9,Caroline,140,139,598
ORLEANS,10,Dallas,160,159,598
ORLEANS,11,Bond,180,181,598
ORLEANS,12,Bethel,,209,598
ORLEANS,13,Broadway,,229,598
ORLEANS,14,Regester,,257,598
ORLEANS,15,Ann,,283,598
ORLEANS,16,To East av,,,598
PACA (N),1,Baltimore,2,1,598
PACA (N),2,Fayette,14,,598
PACA (N),3,Marion,,19,598
PACA (N),4,Lexington,46,,598
PACA (N),5,Saratoga,68,67,598
PACA (N),6,Mulberry,86,87,598
PACA (N),7,Franklin,,107,598
PACA (N),8,New,,131,598
PACA (N),9,Ross,,183,598
PACA (N),10,Baltimore,,2,598
PACA (N),11,German,,16,598
PACA (N),12,Lombard,25,,598
PACA (N),13,King,33,,598
PACA (N),14,Pratt,49,,598
PACA (N),15,Dover,55,,598
PACA (N),16,Columbia,,50,598
PACA (N),17,Elbow la,,66,598
PACA (N),18,L. Paca,71,,598
PACA (N),19,L. Greene,109,106,598
PACA (N),20,Warner,165,156,598
PACA (N),21,Fremont,205,202,598
PACA (N),22,St. Peters,217,,598
PACA (N),23,Sterrett,249,,598
PACA (N),24,Hamburg,105,298,598
PACA (N),25,To Putnam,,,598
PARK,1,Liberty,2,,598
PARK,2,Fayette,,,598
PARK,3,Marion,,9,598
PARK,4,Lexington,32,29,598
PARK,5,Clay,47,48,598
PARK,6,Saratoga,60,,598
PARK,7,Mulberry,92,,598
PARK,8,Franklin,108,83,598
PARK,9,Hamilton,,85,598
PARK,10,Centre,95,,598
PARK,11,Monument,132,,598
PARK,12,Madison,,119,598
PARK,13,Richmond,188,161,598
PEIRCE,1,Baltimore,2,1,599
PEIRCE,2,Raborg,14,13,599
PEIRCE,3,Fayette,28,23,599
PEIRCE,4,Lexington,164,,599
PEIRCE,5,Saratoga,122,83,599
PEIRCE,6,Sarah Ann,136,,599
PEIRCE,7,Mulberry,148,111,599
PEIRCE,8,Peirce,164,,599
PEIRCE,9,Franklin,174,,599
PEIRCE,10,Pennsylvania av,192,,599
PENNSYLVANIA AV,1,Franklin,2,1,599
PENNSYLVANIA AV,2,Pearl,,,599
PENNSYLVANIA AV,3,George,20,,599
PENNSYLVANIA AV,4,St. Mary's,,39,599
PENNSYLVANIA AV,5,Orchard,,51,599
PENNSYLVANIA AV,6,Biddle,70,77,599
PENNSYLVANIA AV,7,Union,,109,599
PENNSYLVANIA AV,8,Greenwillow,106,,599
PENNSYLVANIA AV,9,Preston,,,599
PENNSYLVANIA AV,10,Hoffman,158,173,599
PENNSYLVANIA AV,11,Dolphin,196,,599
PENNSYLVANIA AV,12,Lanvale,240,249,599
PENNSYLVANIA AV,13,Townsend,290,321,599
PENNSYLVANIA AV,14,Mosher,334,,599
PENNSYLVANIA AV,15,Smith,362,,599
PENNSYLVANIA AV,16,McMechin,,385,599
PENNSYLVANIA AV,17,Wilson,429,,599
PENNSYLVANIA AV,18,Laurens,464,,599
PENNSYLVANIA AV,19,Robert,554,,599
PENNSYLVANIA AV,20,Fremont,578,,599
PENNSYLVANIA AV,21,Presstman,,,599
"PINE, (N)",1,Baltimore,2,1,599
"PINE, (N)",2,Raborg,8,3,599
"PINE, (N)",3,Fayette,,7,599
"PINE, (N)",4,Vine,26,25,599
"PINE, (N)",5,Lexington,,,599
"PINE, (N)",6,Josephine,44,49,599
"PINE, (N)",7,Saratoga,74,59,599
"PINE, (N)",8,Sarah Ann,88,65,599
"PINE, (N)",9,Mulberry,104,73,599
"PINE, (N)",10,Peirce,122,91,599
"PINE, (N)",11,Franklin,132,,599
PLEASANT,1,Falls,2,1,599
PLEASANT,2,North,,5,599
PLEASANT,3,Couriland,30,31,599
PLEASANT,4,St. Paul,,,599
PLEASANT,5,Charles,38,,599
POINT LA,1,Cemetery,,,599
POPPLETON (N),1,Baltimore,,1,599
POPPLETON (N),2,Raborg,12,15,599
POPPLETON (N),3,Fayette,30,23,599
POPPLETON (N),4,Vine,,31,599
POPPLETON (N),5,Lexington,54,43,599
POPPLETON (N),6,Saratoga,,81,599
POPPLETON (N),7,Mulberry,,99,599
POPPLETON (N),8,Peirce,,,599
POPPLETON (N),9,Franklin,,105,599
POPPLETON (S),1,Baltimore,2,1,599
POPPLETON (S),2,Booth,12,11,599
POPPLETON (S),3,Hollins,24,21,599
POPPLETON (S),4,Boyd,26,31,599
POPPLETON (S),5,Lombard,38,39,599
POPPLETON (S),6,Lemmon,56,,599
POPPLETON (S),7,Pratt,,,599
POPPLETON (S),8,McHenry,80,75,599
POPPLETON (S),9,Ryan,94,89,599
POPPLETON (S),10,To Columbia,,,599
POTOMAC,1,Patuxent,,,599
"PRATT, (E)",1,Falls,2,1,599
"PRATT, (E)",2,av,,105,599
"PRATT, (E)",3,Dallas,168,183,600
"PRATT, (E)",4,Bond,188,201,600
"PRATT, (E)",5,Bethel,206,221,600
"PRATT, (E)",6,Broadway,238,237,600
"PRATT, (E)",7,Regester,,259,600
"PRATT, (E)",8,Ann,256,281,600
"PRATT, (E)",9,Wolfe,296,309,600
"PRATT, (E)",10,Chapel,312,325,600
"PRATT, (E)",11,Washington,326,337,600
"PRATT, (E)",12,To East av,,,600
"PRATT, (W)",1,Falls,1,2,600
"PRATT, (W)",2,Concord,11,12,600
"PRATT, (W)",3,Mill,27,24,600
"PRATT, (W)",4,Centre Market space,29,30,600
"PRATT, (W)",5,O'Donnell's whf,35,,600
"PRATT, (W)",6,Frederick,,46,600
"PRATT, (W)",7,Buchanan's whf,37,,600
"PRATT, (W)",8,Gay,,68,600
"PRATT, (W)",9,Spear's whf,43,,600
"PRATT, (W)",10,Patterson,51,,600
"PRATT, (W)",11,Commerce,61,104,600
"PRATT, (W)",12,South,65,120,600
"PRATT, (W)",13,Bowly's whf,71,,600
"PRATT, (W)",14,Cheapside,,140,600
"PRATT, (W)",15,Calvert,,144,600
"PRATT, (W)",16,Hollingsworth,,152,600
"PRATT, (W)",17,Grant,,156,600
"PRATT, (W)",18,Ellicott,,158,600
"PRATT, (W)",19,Light,,164,600
"PRATT, (W)",20,Charles,167,202,600
"PRATT, (W)",21,Hanover,199,236,600
"PRATT, (W)",22,Sharp,231,264,600
"PRATT, (W)",23,Howard,263,291,600
"PRATT, (W)",24,Eutaw,295,326,600
"PRATT, (W)",25,Paca,323,,600
"PRATT, (W)",26,Greene,347,392,600
"PRATT, (W)",27,Emory,377,,600
"PRATT, (W)",28,Penn,405,,600
"PRATT, (W)",29,Fremont,445,,600
"PRATT, (W)",30,Scott,503,,600
"PRATT, (W)",31,Parkin,,526,600
"PRATT, (W)",32,Poppleton,,560,600
"PRATT, (W)",33,Amity,,580,600
"PRATT, (W)",34,Schroeder,,600,600
"PRATT, (W)",35,Ongon,,630,600
"PRATT, (W)",36,Republican,,682,600
"PRATT, (W)",37,Carey,719,718,600
"PRATT, (W)",38,Calhoun,,,600
"PRATT, (W)",39,Strieker,,,600
"PRATT, (W)",40,Gilmor,,,600
"PRATT, (W)",41,Mount,805,,600
"PRATT, (W)",42,Fulton,835,,600
"PRATT, (W)",43,Monroe,,902,600
"PRATT, (W)",44,Payson,,,600
"PRATT, (W)",45,Pulaski,,,600
PRESTON,1,Pennsylvania av,,1,600
PRESTON,2,Ross,85,,600
PRESTON,3,McCulloh,,,600
PRESTON,4,Madison av,,,600
PRESTON,5,Eutaw,99,108,600
PRESTON,6,la,,,600
PRESTON,7,Grundy,185,218,600
PULASKI,1,Payson,,,600
PUTNAM,1,Q,,,600
QUAY AL,1,R,,,600
RABORG,1,Pearl,,,600
RABORG,2,Arch,,17,600
RABORG,3,Pine,64,71,600
RABORG,4,Fremont,114,121,600
RABORG,5,Poppleton,206,205,600
RABORG,6,Amity,224,,600
RABORG,7,Schroeder,236,,600
RABORG,8,Republican,320,,600
RAMSAY,1,west,,,600
REGESTER (N),1,av,,,600
REGESTER (S),1,Baltimore,,1,600
REGESTER (S),2,Lombard,26,33,600
REGESTER (S),3,Pratt,48,61,600
REGESTER (S),4,Gough,102,113,600
REGESTER (S),5,Bank,124,133,600
REGESTER (S),6,Eastern av,136,143,600
REGESTER (S),7,Canton av,150,159,600
REGESTER (S),8,Aliceanna,170,,600
REGESTER (S),9,Lancaster,196,197,600
REPUBLICAN (S),1,"Lancaster, E of Broadway",,,600
ROSS,1,Howard,,1,601
ROSS,2,Eutaw,8,,601
ROSS,3,Jasper,32,,601
ROSS,4,Paca,,,601
ROSS,5,St. Mary's,54,,601
ROSS,6,Orchard,68,83,601
ROSS,7,Biddle,104,109,601
ROSS,8,Union,128,,601
ROSS,9,Preston,158,161,601
ROSS,10,Hoffman,194,194,601
ROSS,11,Dolphin,226,227,601
ROSS,12,Lanvaie,,273,601
ROSS,13,Townsend,,317,601
ROSS,14,To Northern av,,,601
RYAN,1,McHenry,,,601
SARATOGA,1,Gay,2,1,601
SARATOGA,2,Holiday,,,601
SARATOGA,3,North,22,,601
SARATOGA,4,Davis,,,601
SARATOGA,5,Calvert,36,,601
SARATOGA,6,Courtland,,,601
SARATOGA,7,St. Paul,46,47,601
SARATOGA,8,Church lane,56,,601
SARATOGA,9,Charles,28,,601
SARATOGA,10,Sharp,72,81,601
SARATOGA,11,Liberty,78,,601
SARATOGA,12,Park,120,105,601
SARATOGA,13,Howard,142,131,601
SARATOGA,14,State,,135,601
SARATOGA,15,Eutaw,164,153,601
SARATOGA,16,Jasper,178,165,601
SARATOGA,17,Paca,194,171,601
SARATOGA,18,Diamond,,,601
SARATOGA,19,Greene,,191,601
SARATOGA,20,Pearl,218,201,601
SARATOGA,21,Arch,230,,601
SARATOGA,22,Pine,280,271,601
SARATOGA,23,Chatsworth,298,291,601
SARATOGA,24,Fremont,384,389,601
SARATOGA,25,Rock,406,,601
SARATOGA,26,Poppleton,424,427,601
SARATOGA,27,Amity,454,,601
SARATOGA,28,Schroeder,470,483,601
SARATOGA,29,Oregon,512,537,601
